State,Year,County,0BR,1BR,2BR,3BR,4BR
Alabama,2006,Lamar,291,361,435,581,763
Alabama,2006,Lauderdale,399,400,486,620,768
Alabama,2006,Lawrence,378,424,488,638,662
Alabama,2006,Lee,342,407,525,691,709
Alabama,2006,Limestone,419,456,538,737,809
Alabama,2006,Lowndes,450,532,599,794,1049
Alabama,2006,Macon,324,349,450,600,620
Alabama,2006,Madison,419,456,538,737,809
Alabama,2006,Marengo,361,384,435,563,579
Alabama,2006,Marion,282,330,435,553,764
Alabama,2006,Marshall,385,412,465,628,691
Alabama,2006,Mobile,469,502,567,743,877
Alabama,2006,Monroe,361,392,435,602,665
Alabama,2006,Montgomery,450,532,599,794,1049
Alabama,2006,Morgan,378,424,488,638,662
Alabama,2006,Perry,361,384,435,563,579
Alabama,2006,Pickens,291,361,435,581,763
Alabama,2006,Pike,347,373,435,559,576
Alabama,2006,Randolph,362,363,435,538,669
Alabama,2006,Russell,454,479,548,729,863
Alabama,2006,St. Clair,469,521,581,737,759
Alabama,2006,Shelby,469,521,581,737,759
Alabama,2006,Sumter,291,372,435,581,763
Alabama,2006,Talladega,368,369,442,596,779
Alabama,2006,Tallapoosa,347,356,436,615,714
Alabama,2006,Tuscaloosa,391,452,586,753,776
Alabama,2006,Walker,372,373,447,558,610
Alabama,2006,Washington,361,381,435,552,737
Alabama,2006,Wilcox,361,381,435,552,737
Alabama,2006,Winston,290,331,435,521,536
Alabama,2007,Autauga,468,553,623,826,1091
Alabama,2007,Baldwin,450,542,644,854,978
Alabama,2007,Barbour,378,379,455,563,580
Alabama,2007,Bibb,487,542,604,766,789
Alabama,2007,Blount,487,542,604,766,789
Alabama,2007,Bullock,335,379,465,557,600
Alabama,2007,Butler,335,379,465,557,600
Alabama,2007,Calhoun,359,397,493,651,766
Alabama,2007,Chambers,376,408,453,615,634
Alabama,2007,Cherokee,395,396,476,567,585
Alabama,2007,Chilton,310,429,477,599,686
Alabama,2007,Choctaw,376,396,453,574,767
Alabama,2007,Clarke,294,407,453,542,796
Alabama,2007,Clay,377,378,453,560,697
Alabama,2007,Cleburne,380,381,457,560,697
Alabama,2007,Coffee,362,413,468,640,821
Alabama,2007,Colbert,415,417,506,645,800
Alabama,2007,Conecuh,376,396,453,574,767
Alabama,2007,Coosa,368,407,453,614,689
Alabama,2007,Covington,377,378,453,618,637
Alabama,2007,Crenshaw,335,379,465,557,600
Alabama,2007,Cullman,394,406,475,639,657
Alabama,2007,Dale,350,404,453,654,793
Alabama,2007,Dallas,301,418,464,585,628
Alabama,2007,DeKalb,338,359,453,602,620
Alabama,2007,Elmore,468,553,623,826,1091
Alabama,2007,Escambia,376,381,453,565,694
Alabama,2007,Etowah,328,415,504,646,667
Alabama,2007,Fayette,297,344,453,660,797
Alabama,2007,Franklin,295,382,453,611,795
Alabama,2007,Geneva,350,412,467,597,682
Alabama,2007,Greene,407,471,610,784,808
Alabama,2007,Hale,407,471,610,784,808
Alabama,2007,Henry,296,408,453,541,558
Alabama,2007,Houston,350,412,467,597,682
Alabama,2007,Jackson,376,408,453,577,795
Alabama,2007,Jefferson,487,542,604,766,789
Alabama,2007,Lamar,304,376,453,605,794
Alabama,2007,Lauderdale,415,417,506,645,800
Alabama,2007,Lawrence,393,441,508,664,689
Alabama,2007,Lee,355,424,546,719,738
Alabama,2007,Limestone,436,474,560,767,842
Alabama,2007,Lowndes,468,553,623,826,1091
Alabama,2007,Macon,337,363,468,624,645
Alabama,2007,Madison,436,474,560,767,842
Alabama,2007,Marengo,376,400,453,587,603
Alabama,2007,Marion,294,344,453,576,796
Alabama,2007,Marshall,400,429,484,653,720
Alabama,2007,Mobile,489,523,590,773,912
Alabama,2007,Monroe,376,408,453,627,693
Alabama,2007,Montgomery,468,553,623,826,1091
Alabama,2007,Morgan,393,441,508,664,689
Alabama,2007,Perry,376,400,453,587,603
Alabama,2007,Pickens,304,376,453,605,794
Alabama,2007,Pike,361,389,453,582,600
Alabama,2007,Randolph,377,378,453,560,697
Alabama,2007,Russell,473,498,570,758,897
Alabama,2007,St. Clair,487,542,604,766,789
Alabama,2007,Shelby,487,542,604,766,789
Alabama,2007,Sumter,304,387,453,605,794
Alabama,2007,Talladega,383,384,460,621,811
Alabama,2007,Tallapoosa,362,370,454,640,743
Alabama,2007,Tuscaloosa,407,471,610,784,808
Alabama,2007,Walker,387,388,465,581,634
Alabama,2007,Washington,376,396,453,574,767
Alabama,2007,Wilcox,376,396,453,574,767
Alabama,2007,Winston,302,344,453,542,558
Alabama,2008,Autauga,496,586,660,875,1156
Alabama,2008,Baldwin,480,577,686,910,1041
Alabama,2008,Barbour,403,404,485,600,618
Alabama,2008,Bibb,557,619,690,876,901
Alabama,2008,Blount,557,619,690,876,901
Alabama,2008,Bullock,356,403,494,592,637
Alabama,2008,Butler,356,403,494,592,637
Alabama,2008,Calhoun,383,423,526,695,817
Alabama,2008,Chambers,399,433,481,653,673
Alabama,2008,Cherokee,418,419,504,600,619
Alabama,2008,Chilton,353,488,543,682,781
Alabama,2008,Choctaw,399,421,481,610,815
Alabama,2008,Clarke,312,432,481,576,846
Alabama,2008,Clay,400,402,481,595,740
Alabama,2008,Cleburne,405,406,487,597,743
Alabama,2008,Coffee,383,438,496,679,870
Alabama,2008,Colbert,440,442,537,685,849
Alabama,2008,Conecuh,399,421,481,610,815
Alabama,2008,Coosa,391,432,481,652,732
Alabama,2008,Covington,400,401,481,656,676
Alabama,2008,Crenshaw,356,403,494,592,637
Alabama,2008,Cullman,417,430,503,677,696
Alabama,2008,Dale,372,429,481,695,842
Alabama,2008,Dallas,319,442,491,619,664
Alabama,2008,DeKalb,359,381,481,640,658
Alabama,2008,Elmore,496,586,660,875,1156
Alabama,2008,Escambia,399,405,481,600,737
Alabama,2008,Etowah,348,439,534,684,706
Alabama,2008,Fayette,316,366,481,701,847
Alabama,2008,Franklin,314,405,481,648,845
Alabama,2008,Geneva,373,439,497,635,726
Alabama,2008,Greene,434,501,649,834,860
Alabama,2008,Hale,434,501,649,834,860
Alabama,2008,Henry,314,433,481,575,593
Alabama,2008,Houston,373,439,497,635,726
Alabama,2008,Jackson,400,433,481,613,845
Alabama,2008,Jefferson,557,619,690,876,901
Alabama,2008,Lamar,322,400,481,642,843
Alabama,2008,Lauderdale,440,442,537,685,849
Alabama,2008,Lawrence,419,470,541,708,734
Alabama,2008,Lee,378,450,580,763,784
Alabama,2008,Limestone,464,506,597,817,897
Alabama,2008,Lowndes,496,586,660,875,1156
Alabama,2008,Macon,358,385,496,662,683
Alabama,2008,Madison,464,506,597,817,897
Alabama,2008,Marengo,399,424,481,623,640
Alabama,2008,Marion,312,365,481,611,845
Alabama,2008,Marshall,425,456,514,694,764
Alabama,2008,Mobile,520,556,628,823,971
Alabama,2008,Monroe,399,433,481,666,735
Alabama,2008,Montgomery,496,586,660,875,1156
Alabama,2008,Morgan,419,470,541,708,734
Alabama,2008,Perry,399,424,481,623,640
Alabama,2008,Pickens,322,400,481,642,843
Alabama,2008,Pike,383,413,481,618,637
Alabama,2008,Randolph,400,402,481,595,740
Alabama,2008,Russell,513,541,619,823,974
Alabama,2008,St. Clair,557,619,690,876,901
Alabama,2008,Shelby,557,619,690,876,901
Alabama,2008,Sumter,322,411,481,642,843
Alabama,2008,Talladega,407,408,489,660,862
Alabama,2008,Tallapoosa,385,394,483,681,791
Alabama,2008,Tuscaloosa,434,501,649,834,860
Alabama,2008,Walker,440,441,529,661,722
Alabama,2008,Washington,399,421,481,610,815
Alabama,2008,Wilcox,399,421,481,610,815
Alabama,2008,Winston,321,366,481,576,593
Alabama,2009,Autauga,530,627,706,936,1236
Alabama,2009,Baldwin,512,616,733,972,1113
Alabama,2009,Barbour,430,431,518,641,660
Alabama,2009,Bibb,563,626,698,886,912
Alabama,2009,Blount,563,626,698,886,912
Alabama,2009,Bullock,381,431,528,633,681
Alabama,2009,Butler,381,431,528,633,681
Alabama,2009,Calhoun,410,452,562,742,873
Alabama,2009,Chambers,427,463,514,697,719
Alabama,2009,Cherokee,446,447,538,641,661
Alabama,2009,Chilton,377,521,580,728,835
Alabama,2009,Choctaw,426,450,514,652,871
Alabama,2009,Clarke,334,462,514,615,904
Alabama,2009,Clay,428,429,514,635,791
Alabama,2009,Cleburne,432,434,520,637,793
Alabama,2009,Coffee,410,468,530,725,930
Alabama,2009,Colbert,471,473,574,732,907
Alabama,2009,Conecuh,426,450,514,652,871
Alabama,2009,Coosa,417,462,514,696,782
Alabama,2009,Covington,428,429,514,701,723
Alabama,2009,Crenshaw,381,431,528,633,681
Alabama,2009,Cullman,446,459,538,724,744
Alabama,2009,Dale,397,458,514,742,900
Alabama,2009,Dallas,341,473,525,662,710
Alabama,2009,DeKalb,383,408,514,684,703
Alabama,2009,Elmore,530,627,706,936,1236
Alabama,2009,Escambia,427,433,514,641,788
Alabama,2009,Etowah,371,469,570,730,754
Alabama,2009,Fayette,337,391,514,749,905
Alabama,2009,Franklin,335,433,514,693,903
Alabama,2009,Geneva,398,469,531,679,776
Alabama,2009,Greene,464,536,694,892,920
Alabama,2009,Hale,464,536,694,892,920
Alabama,2009,Henry,336,463,514,614,633
Alabama,2009,Houston,398,469,531,679,776
Alabama,2009,Jackson,427,463,514,655,903
Alabama,2009,Jefferson,563,626,698,886,912
Alabama,2009,Lamar,344,427,514,686,901
Alabama,2009,Lauderdale,471,473,574,732,907
Alabama,2009,Lawrence,448,503,579,757,786
Alabama,2009,Lee,404,481,620,816,838
Alabama,2009,Limestone,496,540,638,873,959
Alabama,2009,Lowndes,530,627,706,936,1236
Alabama,2009,Macon,382,411,530,707,730
Alabama,2009,Madison,496,540,638,873,959
Alabama,2009,Marengo,427,453,514,666,684
Alabama,2009,Marion,334,390,514,653,903
Alabama,2009,Marshall,454,487,549,741,816
Alabama,2009,Mobile,556,595,671,879,1037
Alabama,2009,Monroe,427,463,514,711,786
Alabama,2009,Montgomery,530,627,706,936,1236
Alabama,2009,Morgan,448,503,579,757,786
Alabama,2009,Perry,427,453,514,666,684
Alabama,2009,Pickens,344,427,514,686,901
Alabama,2009,Pike,410,441,514,660,681
Alabama,2009,Randolph,428,429,514,635,791
Alabama,2009,Russell,531,559,640,851,1007
Alabama,2009,St. Clair,563,626,698,886,912
Alabama,2009,Shelby,563,626,698,886,912
Alabama,2009,Sumter,344,439,514,686,901
Alabama,2009,Talladega,436,437,523,706,922
Alabama,2009,Tallapoosa,412,422,517,729,846
Alabama,2009,Tuscaloosa,464,536,694,892,920
Alabama,2009,Walker,471,472,566,707,772
Alabama,2009,Washington,426,450,514,652,871
Alabama,2009,Wilcox,426,450,514,652,871
Alabama,2009,Winston,343,391,514,615,633
Alabama,2010,Autauga,552,653,735,975,1287
Alabama,2010,Baldwin,534,643,764,1013,1160
Alabama,2010,Barbour,448,449,539,667,687
Alabama,2010,Bibb,593,659,735,933,960
Alabama,2010,Blount,593,659,735,933,960
Alabama,2010,Bullock,397,449,550,659,710
Alabama,2010,Butler,397,449,550,659,710
Alabama,2010,Calhoun,426,471,585,773,909
Alabama,2010,Chambers,445,483,536,727,750
Alabama,2010,Cherokee,464,465,560,667,688
Alabama,2010,Chilton,398,550,612,769,881
Alabama,2010,Choctaw,444,469,536,680,908
Alabama,2010,Clarke,348,481,536,642,942
Alabama,2010,Clay,446,448,536,662,825
Alabama,2010,Cleburne,450,452,542,664,827
Alabama,2010,Coffee,427,487,552,755,969
Alabama,2010,Colbert,490,493,598,762,945
Alabama,2010,Conecuh,444,469,536,680,908
Alabama,2010,Coosa,435,481,536,726,815
Alabama,2010,Covington,446,447,536,731,754
Alabama,2010,Crenshaw,397,449,550,659,710
Alabama,2010,Cullman,464,478,560,753,774
Alabama,2010,Dale,414,478,536,774,939
Alabama,2010,Dallas,355,493,547,690,740
Alabama,2010,DeKalb,400,425,536,713,733
Alabama,2010,Elmore,552,653,735,975,1287
Alabama,2010,Escambia,445,451,536,668,822
Alabama,2010,Etowah,387,489,594,761,786
Alabama,2010,Fayette,352,407,536,781,943
Alabama,2010,Franklin,349,452,536,723,941
Alabama,2010,Geneva,415,488,553,707,808
Alabama,2010,Greene,483,558,723,929,958
Alabama,2010,Hale,483,558,723,929,958
Alabama,2010,Henry,350,482,536,641,660
Alabama,2010,Houston,415,488,553,707,808
Alabama,2010,Jackson,445,482,536,683,941
Alabama,2010,Jefferson,593,659,735,933,960
Alabama,2010,Lamar,359,445,536,716,940
Alabama,2010,Lauderdale,490,493,598,762,945
Alabama,2010,Lawrence,467,524,603,789,818
Alabama,2010,Lee,421,502,647,851,874
Alabama,2010,Limestone,517,563,665,910,999
Alabama,2010,Lowndes,552,653,735,975,1287
Alabama,2010,Macon,398,428,552,736,761
Alabama,2010,Madison,517,563,665,910,999
Alabama,2010,Marengo,445,473,536,694,713
Alabama,2010,Marion,348,407,536,681,942
Alabama,2010,Marshall,473,507,572,772,851
Alabama,2010,Mobile,580,620,700,917,1082
Alabama,2010,Monroe,445,483,536,742,820
Alabama,2010,Montgomery,552,653,735,975,1287
Alabama,2010,Morgan,467,524,603,789,818
Alabama,2010,Perry,445,473,536,694,713
Alabama,2010,Pickens,359,445,536,716,940
Alabama,2010,Pike,427,460,536,688,710
Alabama,2010,Randolph,446,448,536,662,825
Alabama,2010,Russell,550,579,663,882,1044
Alabama,2010,St. Clair,593,659,735,933,960
Alabama,2010,Shelby,593,659,735,933,960
Alabama,2010,Sumter,359,458,536,716,940
Alabama,2010,Talladega,454,455,545,735,961
Alabama,2010,Tallapoosa,429,439,538,759,881
Alabama,2010,Tuscaloosa,483,558,723,929,958
Alabama,2010,Walker,496,497,596,744,813
Alabama,2010,Washington,444,469,536,680,908
Alabama,2010,Wilcox,444,469,536,680,908
Alabama,2010,Winston,358,407,536,642,660
Alabama,2011,Autauga,552,653,735,975,1287
Alabama,2011,Baldwin,534,643,764,1013,1160
Alabama,2011,Barbour,448,449,539,667,687
Alabama,2011,Bibb,634,705,786,997,1027
Alabama,2011,Blount,634,705,786,997,1027
Alabama,2011,Bullock,397,449,550,659,710
Alabama,2011,Butler,397,449,550,659,710
Alabama,2011,Calhoun,426,471,585,773,909
Alabama,2011,Chambers,445,483,536,727,750
Alabama,2011,Cherokee,464,465,560,667,688
Alabama,2011,Chilton,398,550,612,769,881
Alabama,2011,Choctaw,444,469,536,680,908
Alabama,2011,Clarke,348,481,536,642,942
Alabama,2011,Clay,446,448,536,662,825
Alabama,2011,Cleburne,450,451,541,663,825
Alabama,2011,Coffee,426,487,551,754,967
Alabama,2011,Colbert,490,493,598,762,945
Alabama,2011,Conecuh,444,469,536,680,908
Alabama,2011,Coosa,435,481,536,726,815
Alabama,2011,Covington,446,447,536,731,754
Alabama,2011,Crenshaw,397,449,550,659,710
Alabama,2011,Cullman,464,478,560,753,774
Alabama,2011,Dale,414,478,536,774,939
Alabama,2011,Dallas,355,493,547,690,740
Alabama,2011,DeKalb,400,425,536,713,733
Alabama,2011,Elmore,552,653,735,975,1287
Alabama,2011,Escambia,445,451,536,668,822
Alabama,2011,Etowah,386,488,593,760,785
Alabama,2011,Fayette,352,407,536,781,943
Alabama,2011,Franklin,349,452,536,723,941
Alabama,2011,Geneva,414,487,552,705,806
Alabama,2011,Greene,482,557,722,928,957
Alabama,2011,Hale,482,557,722,928,957
Alabama,2011,Henry,350,482,536,641,660
Alabama,2011,Houston,414,487,552,705,806
Alabama,2011,Jackson,445,482,536,683,941
Alabama,2011,Jefferson,634,705,786,997,1027
Alabama,2011,Lamar,359,445,536,716,940
Alabama,2011,Lauderdale,490,493,598,762,945
Alabama,2011,Lawrence,466,523,602,787,817
Alabama,2011,Lee,421,502,647,851,874
Alabama,2011,Limestone,517,563,665,910,999
Alabama,2011,Lowndes,552,653,735,975,1287
Alabama,2011,Macon,397,428,551,735,759
Alabama,2011,Madison,517,563,665,910,999
Alabama,2011,Marengo,445,473,536,694,713
Alabama,2011,Marion,348,407,536,681,942
Alabama,2011,Marshall,472,506,571,771,849
Alabama,2011,Mobile,579,619,699,916,1081
Alabama,2011,Monroe,445,483,536,742,820
Alabama,2011,Montgomery,552,653,735,975,1287
Alabama,2011,Morgan,466,523,602,787,817
Alabama,2011,Perry,445,473,536,694,713
Alabama,2011,Pickens,359,445,536,716,940
Alabama,2011,Pike,427,460,536,688,710
Alabama,2011,Randolph,446,448,536,662,825
Alabama,2011,Russell,544,573,656,872,1033
Alabama,2011,St. Clair,634,705,786,997,1027
Alabama,2011,Shelby,634,705,786,997,1027
Alabama,2011,Sumter,359,458,536,716,940
Alabama,2011,Talladega,454,455,545,735,961
Alabama,2011,Tallapoosa,429,439,538,759,881
Alabama,2011,Tuscaloosa,482,557,722,928,957
Alabama,2011,Walker,496,497,596,744,813
Alabama,2011,Washington,444,469,536,680,908
Alabama,2011,Wilcox,444,469,536,680,908
Alabama,2011,Winston,358,407,536,642,660
Alabama,2012,Autauga,543,642,723,959,1266
Alabama,2012,Baldwin,483,581,691,916,1049
Alabama,2012,Barbour,415,416,499,618,636
Alabama,2012,Bibb,605,673,750,952,980
Alabama,2012,Blount,605,673,750,952,980
Alabama,2012,Bullock,360,407,499,598,644
Alabama,2012,Butler,360,407,499,598,644
Alabama,2012,Calhoun,461,509,632,835,981
Alabama,2012,Chambers,432,469,521,707,729
Alabama,2012,Cherokee,414,415,499,594,613
Alabama,2012,Chilton,360,498,554,696,797
Alabama,2012,Choctaw,531,560,640,812,1084
Alabama,2012,Clarke,324,448,499,597,877
Alabama,2012,Clay,415,417,499,617,768
Alabama,2012,Cleburne,416,418,501,614,764
Alabama,2012,Coffee,405,463,524,717,920
Alabama,2012,Colbert,481,484,587,748,928
Alabama,2012,Conecuh,486,513,586,743,993
Alabama,2012,Coosa,425,471,524,710,797
Alabama,2012,Covington,415,416,499,681,702
Alabama,2012,Crenshaw,374,424,519,622,670
Alabama,2012,Cullman,425,438,513,690,709
Alabama,2012,Dale,386,445,499,721,874
Alabama,2012,Dallas,331,460,510,643,690
Alabama,2012,DeKalb,372,396,499,664,683
Alabama,2012,Elmore,543,642,723,959,1266
Alabama,2012,Escambia,414,420,499,622,765
Alabama,2012,Etowah,398,504,612,784,810
Alabama,2012,Fayette,327,379,499,728,878
Alabama,2012,Franklin,325,421,499,673,876
Alabama,2012,Geneva,434,510,578,739,844
Alabama,2012,Greene,504,582,754,969,999
Alabama,2012,Hale,504,582,754,969,999
Alabama,2012,Henry,326,449,499,596,615
Alabama,2012,Houston,434,510,578,739,844
Alabama,2012,Jackson,415,449,499,636,876
Alabama,2012,Jefferson,605,673,750,952,980
Alabama,2012,Lamar,334,415,499,666,875
Alabama,2012,Lauderdale,481,484,587,748,928
Alabama,2012,Lawrence,451,507,583,763,791
Alabama,2012,Lee,454,541,697,917,942
Alabama,2012,Limestone,514,560,661,905,993
Alabama,2012,Lowndes,543,642,723,959,1266
Alabama,2012,Macon,420,452,582,776,802
Alabama,2012,Madison,514,560,661,905,993
Alabama,2012,Marengo,414,440,499,646,664
Alabama,2012,Marion,324,379,499,634,877
Alabama,2012,Marshall,415,445,502,678,746
Alabama,2012,Mobile,591,633,714,935,1104
Alabama,2012,Monroe,414,450,499,691,763
Alabama,2012,Montgomery,543,642,723,959,1266
Alabama,2012,Morgan,451,507,583,763,791
Alabama,2012,Perry,414,440,499,646,664
Alabama,2012,Pickens,346,429,516,689,905
Alabama,2012,Pike,398,428,499,641,661
Alabama,2012,Randolph,415,417,499,617,768
Alabama,2012,Russell,558,588,673,895,1059
Alabama,2012,St. Clair,605,673,750,952,980
Alabama,2012,Shelby,605,673,750,952,980
Alabama,2012,Sumter,334,427,499,666,875
Alabama,2012,Talladega,435,436,522,704,920
Alabama,2012,Tallapoosa,398,407,499,704,817
Alabama,2012,Tuscaloosa,504,582,754,969,999
Alabama,2012,Walker,461,462,554,692,756
Alabama,2012,Washington,414,437,499,633,845
Alabama,2012,Wilcox,414,437,499,633,845
Alabama,2012,Winston,333,379,499,597,615
Alabama,2013,Autauga,629,665,790,1086,1291
Alabama,2013,Baldwin,472,615,729,1074,1261
Alabama,2013,Barbour,429,432,584,727,780
Alabama,2013,Bibb,554,662,785,1031,1160
Alabama,2013,Blount,554,662,785,1031,1160
Alabama,2013,Bullock,469,493,584,772,1034
Alabama,2013,Butler,442,445,584,848,871
Alabama,2013,Calhoun,463,484,636,822,855
Alabama,2013,Chambers,460,463,627,781,932
Alabama,2013,Cherokee,469,487,584,861,871
Alabama,2013,Chilton,419,471,594,795,1052
Alabama,2013,Choctaw,547,551,745,928,1111
Alabama,2013,Clarke,449,452,584,815,868
Alabama,2013,Clay,434,437,584,783,786
Alabama,2013,Cleburne,485,488,660,822,882
Alabama,2013,Coffee,488,491,630,854,883
Alabama,2013,Colbert,454,457,584,780,783
Alabama,2013,Conecuh,447,450,584,861,864
Alabama,2013,Coosa,469,493,584,727,780
Alabama,2013,Covington,448,451,584,844,937
Alabama,2013,Crenshaw,429,432,584,823,871
Alabama,2013,Cullman,472,481,588,741,786
Alabama,2013,Dale,390,458,585,852,1024
Alabama,2013,Dallas,391,453,613,784,999
Alabama,2013,DeKalb,347,451,584,730,931
Alabama,2013,Elmore,629,665,790,1086,1291
Alabama,2013,Escambia,489,510,605,753,879
Alabama,2013,Etowah,391,505,657,818,923
Alabama,2013,Fayette,469,493,584,766,1034
Alabama,2013,Franklin,429,432,584,727,871
Alabama,2013,Geneva,424,454,584,779,963
Alabama,2013,Greene,469,595,788,989,1123
Alabama,2013,Hale,469,595,788,989,1123
Alabama,2013,Henry,424,454,584,861,963
Alabama,2013,Houston,424,454,584,779,963
Alabama,2013,Jackson,469,493,584,727,800
Alabama,2013,Jefferson,554,662,785,1031,1160
Alabama,2013,Lamar,469,493,584,727,871
Alabama,2013,Lauderdale,454,457,584,780,783
Alabama,2013,Lawrence,431,521,618,857,883
Alabama,2013,Lee,487,490,663,913,1120
Alabama,2013,Limestone,471,527,650,894,945
Alabama,2013,Lowndes,629,665,790,1086,1291
Alabama,2013,Macon,506,509,689,858,976
Alabama,2013,Madison,471,527,650,894,945
Alabama,2013,Marengo,463,466,584,777,780
Alabama,2013,Marion,469,478,584,848,850
Alabama,2013,Marshall,494,498,662,912,915
Alabama,2013,Mobile,616,643,762,1021,1174
Alabama,2013,Monroe,469,493,584,861,1034
Alabama,2013,Montgomery,629,665,790,1086,1291
Alabama,2013,Morgan,431,521,618,857,883
Alabama,2013,Perry,447,450,584,852,871
Alabama,2013,Pickens,444,447,605,753,809
Alabama,2013,Pike,472,493,584,857,860
Alabama,2013,Randolph,498,501,634,790,847
Alabama,2013,Russell,530,621,736,1014,1304
Alabama,2013,St. Clair,554,662,785,1031,1160
Alabama,2013,Shelby,554,662,785,1031,1160
Alabama,2013,Sumter,469,493,584,727,819
Alabama,2013,Talladega,429,432,584,797,800
Alabama,2013,Tallapoosa,460,463,584,796,798
Alabama,2013,Tuscaloosa,469,595,788,989,1123
Alabama,2013,Walker,472,482,584,807,980
Alabama,2013,Washington,469,493,584,861,876
Alabama,2013,Wilcox,429,432,584,727,780
Alabama,2013,Winston,469,493,584,800,1034
