month_date_yyyymm,state,state_id,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,quality_flag
202301,Colorado,CO,577000,0.0035,0.0035,12401,-0.1292,1.0853,82,0.1164,0.3583,6242,0.5254,-0.1149,262,0.213,-0.5747,3834,0.0329,3.5861,5720,-0.0612,-0.296,271,0.0121,0.0035,2129,-0.0082,0.0313,1164082,0.0783,-0.1294,18025,-0.1098,0.2968,0.4613,0.0334,-0.905,0
202301,Wisconsin,WI,362400,0.0357,0.2084,5988,-0.1578,0.1341,81,0.209,0.0946,3278,0.2686,-0.1578,66,0.8333,-0.6413,1228,0,0.5825,3518,-0.1411,-0.3244,197,0.0553,0.1553,1772,-0.0045,0.0548,446116,0.0187,0.1619,9504,-0.1502,-0.0668,0.5875,0.0114,-0.3987,0
202301,Nebraska,NE,347600,0.0227,0.2196,3117,-0.0774,0.6446,75,0.1288,0.2213,1688,0.2597,-0.0071,134,1.0938,0.2885,554,0.0654,1.2339,1991,-0.0677,-0.3155,169,0.0248,0.1529,2133,0.0045,0.1058,387946,0.0171,0.0896,5099,-0.0745,0.0644,0.6387,0.0067,-0.8959,0
202301,Kansas,KS,282450,0.0271,0.345,4498,-0.0801,0.5022,84,0.1667,0.1831,2414,0.3264,0.0092,162,0.6875,-0.3571,936,-0.0751,0.7463,2957,-0.0538,-0.2907,146,0.0402,0.2616,2016,0.0075,0.1228,396225,0.0231,0.2254,7479,-0.0661,0.052,0.6575,0.0183,-0.735,0
202301,West Virginia,WV,209950,-0.0336,0.1997,2791,-0.1172,0.1632,86,0.1026,0.0238,1220,0.2348,0.2348,48,0.3333,-0.5556,636,0.06,0.8929,1556,-0.0541,-0.2695,118,-0.0015,0.1346,1726,-0.0106,0.0228,289530,0.0042,0.0853,4355,-0.092,-0.0363,0.5576,0.0372,-0.3303,0
202301,Vermont,VT,400750,-0.0214,0.1163,937,-0.1076,0.1222,107,0.1514,0.1211,368,0.2432,-0.0891,8,,-0.6667,128,0.1034,0.7778,340,-0.1113,-0.3725,221,0.0122,0.1612,2009,-0.0131,-0.0112,720153,0.0275,0.2272,1276,-0.1089,-0.0645,0.3623,-0.0015,-0.2856,0
202301,Pennsylvania,PA,269900,0,0.0796,18122,-0.1007,0.2569,81,0.1408,0.125,9074,0.2773,-0.0827,696,0.234,-0.3176,5236,0.1333,0.7834,10391,-0.1055,-0.3293,166,0.0018,0.0514,1671,-0.0045,0.0252,402242,0.0059,0.0358,28467,-0.102,-0.0386,0.5734,-0.0031,-0.5012,0
202301,Nevada,NV,449900,-0.0002,-0.0426,10533,-0.1227,1.1512,83,0.0714,0.9186,3952,0.2602,-0.1416,136,0.3077,-0.6304,3456,0.1803,3.3636,1437,0.0335,0.1025,251,-0.0066,0.0144,1840,0.0014,-0.0434,711726,-0.0015,-0.1045,11300,-0.1203,0.8241,0.1364,0.0206,-0.1297,1
202301,Iowa,IA,289950,0.0374,0.2612,6263,-0.1041,0.2196,86,0.1712,0.1554,2718,0.263,-0.0138,164,0.0789,-0.6435,1594,-0.0797,0.4081,3093,-0.0626,-0.3401,173,0.0321,0.1725,1601,0.0003,0.0499,332861,-0.0141,0.1987,9278,-0.09,-0.0435,0.4938,0.0219,-0.4187,0
202301,Connecticut,CT,468050,0.0401,0.0885,3780,-0.1557,-0.0021,79,0.1214,0.0608,2444,0.2782,-0.1382,64,-0.0588,-0.6,764,0.0053,0.3546,4005,-0.1331,-0.3533,235,0.0252,-0.0028,2014,-0.0044,0.1072,1069762,0.0292,0.0127,7775,-0.144,-0.2171,1.0595,0.0276,-0.5754,0
202301,Idaho,ID,517000,0.0137,-0.0766,5813,-0.1633,1.4968,88,0.0864,0.4915,2294,0.4231,0.0223,110,0.6176,-0.45,1750,-0.1619,2.5861,2384,0.0119,-0.3923,256,-0.0093,-0.0757,2116,0.0031,-0.0063,776961,0.0181,-0.1011,8254,-0.1116,0.3311,0.4102,0.071,-1.275,1
202301,Washington,WA,599450,-0.0007,0.0793,9669,-0.1651,1.3726,74,0.1308,0.5,5338,0.5963,-0.158,154,0.0405,-0.7919,3034,0.0805,2.9098,5450,-0.0357,-0.3359,305,-0.0081,0.0188,1991,0.0013,0.0568,802823,-0.0064,0.0199,15092,-0.1228,0.2278,0.5636,0.0756,-1.4501,1
202301,Illinois,IL,273500,-0.0051,0.0984,18601,-0.12,0.0588,67,0.1271,0.0231,11100,0.367,-0.1563,252,0.8529,-0.4919,4300,0.0113,0.3158,11102,-0.0705,-0.3248,162,-0.002,0.028,1642,0.0003,0.0687,417426,0.023,0.0383,29644,-0.1023,-0.1299,0.5968,0.0318,-0.3391,0
202301,Georgia,GA,378500,-0.0013,0.0662,25561,-0.1054,0.6937,71,0.1094,0.2456,13718,0.2595,-0.0431,876,0.4898,-0.481,8090,0.0622,1.5187,12323,-0.0502,-0.4695,177,0.0005,0.0607,2142,-0.0035,0.0286,515803,0.011,0.0135,37989,-0.0777,0.0115,0.4821,0.028,-1.0572,1
202301,Wyoming,WY,420000,-0.0118,0.2176,1567,-0.111,0.4681,93,0.0882,0.1859,524,0.2018,-0.0966,8,1,-0.6667,260,0.413,1.3214,342,0.0508,-0.4299,182,0.0002,0.1942,2296,-0.0112,0.0451,972062,0.0653,0.0952,1896,-0.0874,0.1481,0.218,0.0336,-0.3434,0
202301,Michigan,MI,240000,-0.0204,0.0959,16041,-0.1424,0.3603,72,0.1429,0.1077,8352,0.1744,-0.0769,222,-0.0902,-0.5413,4104,-0.1238,0.7843,5983,-0.1024,-0.2545,154,0.0026,0.0587,1542,-0.0087,0.027,358602,0.0086,0.0242,21976,-0.1318,0.1183,0.373,0.0166,-0.3076,0
202301,South Dakota,SD,359450,0.002,0.1986,1773,-0.0901,0.4214,70,0.1516,0.0977,650,0.4381,-0.0152,10,0.25,-0.75,218,0.5139,1.8684,290,-0.1317,-0.357,190,0.0227,0.0836,1821,-0.0119,0.0728,454311,0.006,0.1258,2056,-0.0971,0.2115,0.1636,-0.0078,-0.1981,0
202301,North Carolina,NC,395000,-0.0073,0.0679,21197,-0.093,1.0166,78,0.1397,0.2917,11574,0.3261,0.0529,766,0.3877,-0.2461,6890,0.0888,2.9873,15943,-0.0491,-0.0708,202,-0.0065,0.0515,2030,-0.0068,0.041,537444,-0.0033,-0.0237,37070,-0.0751,0.3617,0.7522,0.0347,-0.8801,0
202301,Oklahoma,OK,294962,0.0288,0.2552,9071,-0.0489,0.732,72,0.0746,0.1077,4392,0.252,-0.1567,182,0.1375,-0.5,2516,-0.0397,1.4008,4346,-0.0109,-0.3377,154,0.019,0.1933,1913,0.0098,0.0625,379512,0.0155,0.034,13402,-0.0376,0.1315,0.4791,0.0184,-0.7739,0
202301,Indiana,IN,264001,-0.0019,0.1287,9680,-0.1321,0.5444,70,0.1864,0.2963,5590,0.0969,-0.0902,162,1.25,-0.3361,3460,0.0653,0.9095,3919,-0.0235,-0.2095,140,0.0155,0.1003,1879,-0.0112,0.0391,344197,0.0082,0.0959,13555,-0.1046,0.2169,0.4048,0.045,-0.386,0
202301,Maryland,MD,389900,-0.0127,0.1143,7622,-0.1244,0.3036,64,0.114,0.1339,5282,0.2193,-0.1459,496,0.4762,-0.3981,2422,0.0832,0.6866,6231,-0.0905,-0.2757,211,0.002,0.0341,1822,-0.0087,0.0661,517842,-0.0019,0.062,13840,-0.1097,-0.0334,0.8175,0.0305,-0.6539,0
202301,Louisiana,LA,279450,0.0016,0.0525,10205,-0.0544,0.707,83,0.0506,0.0779,4122,0.4155,-0.0649,98,0.0208,-0.4024,2950,0.4959,0.9306,3817,-0.0629,-0.4459,150,0.0128,0.0941,1877,-0.0121,-0.0095,369049,0.0033,-0.0097,14003,-0.0558,0.0922,0.3741,-0.0034,-0.7783,0
202301,Missouri,MO,277450,0.0089,0.1143,11360,-0.1092,0.4865,76,0.1515,0.1515,5578,0.2853,-0.0759,252,0.1667,-0.4474,3214,0.1301,1.3426,6593,-0.0451,-0.2788,154,0.0159,0.0911,1756,0.0034,0.0305,361083,-0.0465,0.0333,17906,-0.087,0.0721,0.5803,0.0389,-0.6158,0
202301,California,CA,675000,-0.0074,-0.0258,42192,-0.1369,0.8491,74,0.1045,0.6087,23178,0.3993,-0.2554,824,0.0457,-0.577,10742,-0.0028,1.8722,17936,-0.1357,-0.4066,400,-0.0085,-0.0374,1747,0.0006,0.0116,1301400,0.0142,-0.151,60055,-0.1362,0.1535,0.4251,0.0006,-0.8996,1
202301,Tennessee,TN,409950,-0.0001,0.1734,17883,-0.0581,1.4383,68,0.125,0.4063,9286,0.3993,0.2022,330,0.875,-0.3555,6060,0.1181,2.7875,7601,0.0062,-0.2638,213,0.0011,0.143,2056,-0.0032,0.053,582353,-0.0079,0.0999,25038,-0.0538,0.4291,0.4251,0.0272,-0.9826,0
202301,South Carolina,SC,349000,-0.0014,0.0738,14934,-0.0648,0.993,75,0.1119,0.2521,7690,0.3596,0.0627,644,0.5784,-0.6933,5258,0.1401,3.095,7654,-0.04,-0.3601,186,-0.0004,0.1176,1956,0.0003,-0.0079,513087,-0.0071,0.0067,22544,-0.0559,0.1673,0.5125,0.0132,-1.0838,1
202301,Alaska,AK,397000,-0.0073,0.1343,1004,-0.1401,0.2149,102,0.1033,0.0684,490,0.5506,-0.0649,6,-0.25,-0.85,176,0.0233,0.8333,67,0.1754,0.1167,227,0.0168,0.087,1802,-0.0373,0.0382,471384,-0.005,0.074,1070,-0.1255,0.214,0.0668,0.0179,-0.0059,0
202301,Massachusetts,MA,665450,0.0008,0.048,5865,-0.1475,0.3654,67,0.1083,0.0902,4172,0.5094,0.0156,68,0.5455,-0.5,1260,0,1.0323,1462,-0.1238,-0.2344,366,-0.0081,0.0011,1806,-0.0003,0.0639,1197561,0.0123,0.0046,7274,-0.1464,0.1843,0.2492,0.0067,-0.1953,0
202301,New Hampshire,NH,527000,0.0542,0.1498,1495,-0.1671,0.504,79,0.2077,0.4273,876,0.1005,-0.031,32,0.6,-0.5556,256,-0.0588,2.0476,648,-0.1876,-0.2939,267,0.0204,0.0674,1980,0.0123,0.0808,707250,0.0564,0.072,2142,-0.1725,0.1307,0.4331,-0.0109,-0.4894,0
202301,New Mexico,NM,361125,-0.0024,0.1285,3846,-0.0803,0.3082,87,0.1234,0.109,1612,0.1011,-0.202,66,-0.2826,-0.3889,962,0.2025,1.405,1526,0.0003,-0.328,184,0.0024,0.1508,1976,0.0003,-0.0023,540034,0.0026,0.1031,5332,-0.0629,0.0207,0.3966,0.032,-0.3755,0
202301,Minnesota,MN,372450,0.0204,0.136,7313,-0.17,0.1819,71,0.0923,0.1094,4212,0.2764,-0.1151,124,0.3478,-0.7438,1540,-0.0811,1.0811,4648,-0.1409,-0.1851,195,0.0202,0.0665,1921,-0.0035,0.0533,473486,0.0103,0.1046,11953,-0.158,0.018,0.6356,0.0215,-0.2862,0
202301,Texas,TX,365000,-0.0135,0.0738,72838,-0.0704,0.9801,72,0.0909,0.2203,35598,0.3337,0.079,2296,0.3865,-0.5961,25784,0.1933,2.2989,27711,-0.0355,-0.325,182,-0.0027,0.0784,2020,-0.0086,0.0057,504349,-0.0127,0.0314,100344,-0.0612,0.2923,0.3804,0.0138,-0.7356,0
202301,Maine,ME,380200,0.0032,0.1525,2261,-0.1646,0.2265,94,0.1688,-0.0053,910,0.0111,0.0156,10,-0.5,-0.8077,336,-0.3731,1.1538,466,-0.1536,-0.3214,231,0.0001,0.1384,1660,-0.0027,0.0346,559558,-0.0179,0.0903,2720,-0.1641,0.0772,0.2059,0.0027,-0.1663,0
202301,Montana,MT,612824,0.0217,0.1785,3012,-0.0921,0.8905,106,0.1158,0.06,962,0.4488,0.0021,34,1.8333,0.0625,460,-0.0496,2.2857,1186,0.0172,-0.3705,303,0.0185,0.1104,2107,-0.0038,0.0005,1170212,0.0516,0.0106,4192,-0.0634,0.2185,0.3938,0.0423,-0.7889,0
202301,Mississippi,MS,270000,0.0004,0.1947,5365,-0.0619,0.5403,88,0.1076,0.1824,2228,0.2805,-0.038,104,0.5294,-0.2973,1368,0.1068,0.9884,2613,-0.0027,-0.273,131,0.0049,0.1747,2009,-0.0091,0.0106,328868,-0.0048,0.0171,7957,-0.0439,0.1302,0.487,0.0289,-0.5448,0
202301,New Jersey,NJ,464950,-0.0086,0.0943,13010,-0.1108,0.1238,69,0.0703,0.0873,7356,0.3552,-0.1595,232,0.7576,-0.3958,2184,0.0727,0.6904,8280,-0.1227,-0.2591,254,0.0005,0.0145,1682,-0.0106,0.0513,770683,0.0357,0.1273,21166,-0.1138,-0.0558,0.6364,-0.0086,-0.3289,0
202301,Arizona,AZ,459500,0.0135,-0.0011,19980,-0.085,1.486,76,0.0704,0.7674,10144,0.3858,-0.0673,452,0.1414,-0.4955,10048,0.1973,3.7129,8263,0.0296,-0.3842,258,0.0025,0.0413,1881,0.0099,-0.0256,696428,0.0386,-0.0373,28227,-0.0541,0.3149,0.4135,0.046,-1.256,1
202301,Utah,UT,574950,0.0178,-0.0255,8325,-0.1307,2.3258,88,0.1076,0.8617,3402,0.4391,0.0065,228,0.3256,-0.6122,2946,0.259,5.8194,4095,-0.0418,-0.4136,244,0.0124,0.0187,2451,0.006,-0.0322,937330,0.0383,-0.1359,12421,-0.1023,0.3232,0.4919,0.0456,-2.298,1
202301,New York,NY,597000,0.0119,0.0874,31191,-0.0986,0.0914,96,0.1034,0.0213,11084,0.4328,-0.1041,348,0.2985,-0.281,4886,0.1802,0.56,14367,-0.1229,-0.2733,352,0.0266,0.0212,1559,-0.0136,0.018,1415060,0.0146,0.0275,45358,-0.1053,-0.056,0.4606,-0.0127,-0.2312,0
202301,Delaware,DE,457400,0.0164,0.1024,1793,-0.0985,0.4196,93,0.1772,0.1923,998,0.4339,-0.096,130,0.8056,-0.4298,460,0.2637,1.5556,1533,-0.0891,-0.3003,217,0.0196,0.1065,2100,0.0096,0.0094,565258,0.0143,0.1084,3319,-0.0947,-0.0382,0.855,0.0088,-0.8798,0
202301,District of Columbia,DC,632450,-0.0255,0.15,1557,-0.1384,0.1307,67,0.0556,0.0391,934,0.9139,-0.1019,30,1.5,0.5,370,0.3806,0.3406,622,-0.0416,-0.2639,522,-0.0021,-0.0667,1305,-0.0119,0.2502,915774,0.0046,0.0101,2182,-0.1114,-0.0057,0.3995,0.0403,-0.2142,0
202301,Alabama,AL,313495,0.0116,0.1654,11755,-0.0611,0.674,78,0.1304,0.2188,5746,0.3501,-0.0398,370,0.5417,-0.1814,3546,0.2866,1.5696,4130,0.0139,-0.2452,154,0.0121,0.1449,1966,-0.002,0.0326,410280,0.0131,0.0858,15873,-0.0412,0.2687,0.3513,0.026,-0.4278,0
202301,Virginia,VA,400000,-0.0123,0.0959,11374,-0.12,0.3444,66,0.1293,0.1102,7728,0.2702,-0.0306,294,0.1484,-0.6172,3018,-0.0111,1.5928,7398,-0.0579,-0.3291,204,-0.0004,0.0628,2000,0.0019,0.0694,603536,0.0105,0.0808,18692,-0.0973,-0.0256,0.6504,0.0429,-0.653,0
202301,North Dakota,ND,309900,0.0333,0.2155,1781,-0.0746,0.3006,95,0.1585,0.0326,572,0.8816,-0.0403,32,7,-0.1111,246,0.8088,0.3667,607,0.0008,-0.0106,144,0.0141,0.1254,2102,-0.0069,0.0024,348597,0.021,0.1744,2381,-0.0565,0.2041,0.3406,0.0257,-0.1071,0
202301,Rhode Island,RI,459500,-0.0161,0.028,1083,-0.1174,0.2893,58,0.2234,0.1275,708,0.0994,-0.1281,14,0.1667,0.75,208,-0.0877,0.6774,1060,-0.1657,-0.3753,299,-0.0048,0.0252,1588,-0.0078,0.0229,801007,0.0168,-0.0217,2138,-0.1409,-0.1416,0.9783,-0.0567,-1.0407,1
202301,Kentucky,KY,279900,0.0032,0.179,6843,-0.1049,0.3513,76,0.1515,0.0857,3698,0.3477,0.047,108,0.9286,-0.3571,1984,0.1402,0.9451,4061,-0.0564,-0.3234,150,0.0025,0.1185,1869,0.0046,0.0763,355816,0.0126,0.0666,10885,-0.0878,-0.0087,0.5934,0.0305,-0.5917,0
202301,Hawaii,HI,855000,0.024,0.1032,3650,0.0221,0.5253,75,0.0274,0.25,1256,0.0329,-0.2341,32,0.1429,-0.5789,750,0.0965,1.1552,1278,-0.1253,-0.4959,674,0.0166,-0.0144,1265,0.0056,0.0886,1609350,0.0453,-0.0641,4923,-0.0271,0.0119,0.3501,-0.059,-0.7092,0
202301,Arkansas,AR,280000,0.0004,0.245,7063,-0.0711,0.6376,79,0.1449,0.1791,3286,0.4139,0.0399,104,0,-0.2973,1598,0.1513,0.9777,3246,-0.0382,-0.254,145,0.0118,0.2421,1893,-0.0011,0.0205,371802,-0.0004,0.0866,10264,-0.0586,0.1901,0.4596,0.0157,-0.5492,0
202301,Oregon,OR,537000,-0.0037,0.0367,7874,-0.1314,0.9232,85,0.1486,0.1972,3758,0.5763,-0.1467,158,0.1618,-0.9003,2514,0.1903,0.4349,3838,-0.0471,-0.4501,294,-0.003,0.0093,1855,-0.0005,0.017,722645,-0.0039,-0.0063,11692,-0.1048,0.0646,0.4874,0.0432,-1.2173,1
202301,Florida,FL,450000,0,0.0715,88734,-0.0197,1.2055,72,0.0588,0.2632,43946,0.3438,0.0658,2576,0.4031,-0.3661,33582,0.198,3.2316,42466,0.005,-0.3089,268,0.0129,0.0551,1701,-0.0032,0.049,938798,0.0337,-0.0193,130930,-0.0116,0.2908,0.4786,0.0118,-1.0488,1
202301,Ohio,OH,219450,0.0207,0.1869,12686,-0.1385,0.2385,65,0.1727,0.1121,8644,0.1404,-0.0777,166,0.2576,-0.7036,4410,0.005,0.6406,9688,-0.1029,-0.2819,129,0.0023,0.0996,1659,0.0011,0.0439,308014,0.0137,0.072,22305,-0.1239,-0.0592,0.7637,0.0303,-0.5534,0
202212,Wisconsin,WI,349900,0,0.2277,7110,-0.1176,0.0675,67,0.2762,0.0075,2584,-0.3868,-0.2346,36,-0.4545,-0.7231,1228,-0.5317,-0.0525,4096,-0.2694,-0.3734,187,0.0025,0.1438,1780,-0.0092,0.0595,437921,0.0025,0.1723,11184,-0.1803,-0.1477,0.5761,-0.1196,-0.4054,0
202212,Nevada,NV,450000,-0.0153,-0.0239,12005,-0.104,1.0693,77,0.1846,0.75,3136,-0.2565,-0.237,104,-0.2877,-0.358,2928,-0.4694,1.6667,1390,-0.0822,-0.1055,253,-0.0089,0.0406,1837,-0.0016,-0.0441,712777,-0.0035,-0.0469,12846,-0.1022,0.7466,0.1158,0.0027,-0.1521,1
202212,Hawaii,HI,835000,-0.0104,0.0887,3571,0.0215,0.4267,73,0.1406,0.3153,1216,-0.1201,-0.2011,28,0,-0.5758,684,-0.2028,1.2953,1461,-0.0794,-0.4747,663,-0.0033,0.0105,1258,-0.0071,0.0729,1539587,0.0183,-0.06,5060,-0.0045,-0.0418,0.4091,-0.0448,-0.7021,0
202212,New York,NY,590000,-0.0141,0.0738,34604,-0.1025,0.048,87,0.2,0.0482,7736,-0.3595,-0.2916,268,0.0388,-0.4044,4140,-0.4775,0.1361,16380,-0.1249,-0.2856,343,0.0037,0.0184,1580,-0.0113,0.0286,1394705,0.0023,0.0853,50694,-0.11,-0.0882,0.4734,-0.0121,-0.221,0
202212,Ohio,OH,215000,-0.0442,0.1497,14725,-0.1189,0.1919,55,0.236,0.0784,7580,-0.302,-0.1663,132,-0.2584,-0.7684,4388,-0.42,0.1194,10799,-0.1914,-0.3411,128,-0.0131,0.1084,1657,-0.016,0.0257,303851,-0.0174,0.0814,25460,-0.1519,-0.1126,0.7334,-0.0657,-0.5933,0
202212,Mississippi,MS,269900,-0.0177,0.1996,5719,-0.0112,0.507,79,0.1206,0.534,1740,-0.2487,-0.1504,68,-0.1053,-0.2273,1236,-0.2921,0.8393,2620,-0.1346,-0.3441,130,-0.0032,0.1936,2028,-0.0056,0.0163,330460,-0.0079,0.0384,8322,-0.0562,0.0737,0.4581,-0.0653,-0.5944,1
202212,Kansas,KS,275000,-0.0143,0.2941,4889,-0.0722,0.3743,72,0.2857,0.2101,1820,-0.3158,-0.3027,96,-0.5102,-0.4839,1012,-0.3947,0.4926,3125,-0.164,-0.3464,140,0.0018,0.2238,2001,-0.0044,0.0992,387264,0.0033,0.2317,8008,-0.1099,-0.0384,0.6392,-0.0702,-0.7047,0
202212,District of Columbia,DC,649000,-0.0014,0.1163,1807,-0.1476,0.0817,63,0.3125,0.125,488,-0.4416,-0.2561,12,-0.3333,-0.25,268,-0.5813,-0.1299,649,-0.137,-0.3628,523,-0.0125,-0.0601,1321,-0.0056,0.2136,911607,-0.0268,0.0075,2455,-0.1409,-0.0867,0.3592,0.0044,-0.2505,0
202212,North Carolina,NC,397900,-0.0052,0.0935,23369,-0.0467,0.8487,68,0.2252,0.3077,8728,-0.2535,-0.2207,552,0.0337,-0.3907,6328,-0.4213,1.5557,16766,-0.1533,-0.1182,203,-0.0104,0.0791,2044,-0.0118,0.0479,539237,-0.0227,0.0093,40079,-0.0946,0.2689,0.7174,-0.0903,-0.7867,0
202212,Minnesota,MN,365000,0.0001,0.1408,8810,-0.181,0.1321,65,0.2745,0.1818,3300,-0.346,-0.2014,92,-0.1481,-0.5258,1676,-0.5868,0.2545,5410,-0.2016,-0.2786,191,0.0083,0.0641,1928,-0.0082,0.0607,468664,0.0005,0.1296,14196,-0.1891,-0.0691,0.6141,-0.0158,-0.3496,0
202212,Kentucky,KY,279000,-0.0207,0.1786,7645,-0.0603,0.2963,66,0.2222,0.1379,2744,-0.3281,-0.3394,56,-0.2432,-0.7228,1740,-0.4008,0.3202,4303,-0.1378,-0.3865,150,-0.0007,0.1233,1860,-0.0084,0.061,351385,-0.0467,0.0592,11933,-0.0935,-0.0742,0.5629,-0.0506,-0.6264,0
202212,Missouri,MO,275000,-0.0024,0.1405,12752,-0.0629,0.4174,66,0.2453,0.1282,4340,-0.3402,-0.246,216,1.2041,-0.46,2844,-0.4229,0.4437,6904,-0.1562,-0.3612,152,0.0003,0.0975,1750,-0.0113,0.0225,378712,0.0394,0.0964,19611,-0.099,-0.0084,0.5414,-0.0599,-0.6599,0
202212,South Carolina,SC,349500,-0.0014,0.0754,15968,-0.0238,0.8447,67,0.1652,0.3137,5656,-0.2791,-0.1991,408,0.02,-0.6978,4612,-0.3694,1.8364,7973,-0.1036,-0.3898,186,-0.0092,0.1218,1955,-0.0121,-0.0081,516751,-0.0167,0.0145,23878,-0.0525,0.1017,0.4993,-0.0444,-1.0102,1
202212,Maryland,MD,394900,-0.0125,0.1077,8705,-0.1288,0.212,57,0.2667,0.1515,4332,-0.2979,-0.2413,336,-0.2294,-0.5636,2236,-0.4435,0.1585,6851,-0.1299,-0.3494,211,-0.0114,0.0282,1838,-0.0122,0.0604,518820,-0.0245,0.0702,15545,-0.1267,-0.1223,0.787,-0.001,-0.6791,0
202212,California,CA,680000,-0.0284,-0.0181,48885,-0.1303,0.8288,67,0.2642,0.3673,16564,-0.3189,-0.3142,788,-0.1757,-0.5795,10772,-0.4818,1.2755,20751,-0.108,-0.4473,404,-0.0449,-0.0224,1746,-0.0017,0.0034,1283200,-0.0067,-0.1258,69525,-0.1239,0.0838,0.4245,0.0106,-0.9801,0
202212,Utah,UT,564900,-0.0002,-0.0343,9576,-0.1106,2.0555,79,0.2154,0.7363,2364,-0.3199,-0.1976,172,-0.1485,-0.4691,2340,-0.5259,2.4412,4273,-0.0915,-0.4571,241,-0.0023,0.0092,2436,0.0079,-0.0401,902737,0.0308,-0.1496,13836,-0.1049,0.2592,0.4462,0.0094,-2.0651,1
202212,Washington,WA,599869,-0.0103,0.0907,11580,-0.1849,1.194,65,0.2745,0.3978,3344,-0.4355,-0.4039,148,0.0571,-0.8145,2808,-0.5202,1.3054,5651,-0.201,-0.4695,308,-0.0215,0.0468,1989,0.0011,0.0389,808012,-0.0263,0.0548,17205,-0.1905,0.0818,0.488,-0.0098,-1.5304,1
202212,Alabama,AL,309900,-0.0038,0.1442,12519,-0.0298,0.5652,69,0.1795,0.1795,4256,-0.237,-0.203,240,-0.3296,-0.4643,2756,-0.3485,0.8571,4073,-0.1366,-0.318,152,0.005,0.1272,1970,-0.0113,0.0194,404967,-0.007,0.0719,16555,-0.0592,0.1882,0.3253,-0.0402,-0.4214,0
202212,Oklahoma,OK,286714,0.0044,0.2201,9537,-0.0287,0.5782,67,0.1754,0.1652,3508,-0.1675,-0.1616,160,0.7778,-0.1011,2620,-0.2193,1.0247,4394,-0.1316,-0.3778,151,0.0024,0.178,1894,0.0019,0.0516,373718,-0.0029,0.0831,13925,-0.0634,0.0634,0.4607,-0.0546,-0.7078,0
202212,New Hampshire,NH,499900,-0.0001,0.1111,1795,-0.1724,0.499,65,0.3402,0.1818,796,-0.3497,-0.1743,20,1,-0.5,272,-0.5627,1.2295,797,-0.2698,-0.3611,262,0.0135,0.0857,1956,-0.0074,0.0388,669512,-0.0197,0.0448,2588,-0.2053,0.0596,0.444,-0.0592,-0.5977,0
202212,Delaware,DE,450000,-0.0086,0.1264,1989,-0.0918,0.3619,79,0.3504,0.2344,696,-0.3434,-0.2898,72,-0.0769,-0.6,364,-0.4944,0.2381,1683,-0.1191,-0.3454,213,-0.0008,0.1191,2080,-0.005,0.0282,557268,-0.0138,0.1269,3666,-0.1062,-0.0904,0.8462,-0.0262,-0.9142,0
202212,Illinois,IL,274900,-0.0346,0.0699,21137,-0.1221,0.0014,59,0.2421,0.0351,8120,-0.3464,-0.235,136,-0.1169,-0.665,4252,-0.457,-0.0367,11943,-0.1815,-0.3836,162,-0.0199,0.0154,1641,-0.0191,0.0479,408040,-0.0335,0.0238,33023,-0.1455,-0.1835,0.565,-0.0411,-0.3529,0
202212,Louisiana,LA,279000,-0.0036,0.038,10791,-0.0204,0.6402,79,0.1533,0.1049,2912,-0.1969,-0.2039,96,-0.04,-0.5248,1972,-0.442,0.3887,4073,-0.0843,-0.438,148,0.0029,0.09,1900,-0.0045,0.0013,367850,-0.0123,-0.0052,14830,-0.0398,0.0766,0.3774,-0.0264,-0.7242,0
202212,Oregon,OR,539000,-0.0019,0.0517,9065,-0.1296,0.7564,74,0.2385,0.2033,2384,-0.3759,-0.3837,136,-0.0145,-0.9349,2112,-0.4803,-0.1028,4027,-0.1563,-0.5072,295,-0.005,0.0272,1856,-0.004,0.0121,725483,0.0008,0.0179,13060,-0.1373,-0.0188,0.4442,-0.014,-1.1391,1
202212,Georgia,GA,379000,-0.0156,0.0709,28572,-0.056,0.5981,64,0.2075,0.219,10892,-0.2222,-0.1842,588,-0.0455,-0.6106,7616,-0.3835,1.1612,12974,-0.1155,-0.4732,177,-0.008,0.0708,2149,-0.011,0.0216,510182,-0.0087,0.0148,41188,-0.0759,-0.0009,0.4541,-0.0305,-0.9234,0
202212,Maine,ME,379000,0.01,0.152,2706,-0.1223,0.1697,80,0.2903,0.0323,900,-0.2958,-0.1279,20,0.25,-0.5652,536,-0.3075,0.9562,550,-0.2126,-0.3309,231,-0.0008,0.1446,1664,-0.0031,0.0199,569763,-0.0009,0.098,3254,-0.1395,0.0398,0.2033,-0.0233,-0.1521,0
