month_date_yyyymm,state,state_id,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,quality_flag
202108,Minnesota,MN,324900,-0.0064,0.0481,11301,0.0839,-0.2314,33,0.0156,-0.2614,11210,-0.0652,-0.0589,280,-0.0541,-0.4355,3728,0.1995,-0.0021,12418,-0.0362,-0.0224,176,-0.0037,0.121,1878,-0.0035,-0.0696,420923,-0.0073,0.0246,23706,0.0238,-0.1261,1.0988,-0.137,0.2349,0
202108,West Virginia,WV,177750,-0.007,0.0163,3132,0.0449,-0.3206,53,0.0192,-0.3765,1978,-0.0266,0.0196,58,0.1154,-0.3958,714,-0.0083,-0.2306,2969,0.0013,0.1268,104,0.005,0.1313,1725,-0.0154,-0.0553,270389,-0.0271,0.0732,6093,0.0214,-0.1558,0.9481,-0.0412,0.3764,0
202108,Nevada,NV,436950,0.0281,0.2309,7009,0.0916,-0.3083,30,0.0172,-0.3295,6628,0.0286,0.0369,208,-0.0877,-0.4023,2104,0.1741,-0.2496,1819,0.0097,-0.2404,234,0.0197,0.231,1877,0.014,-0.0027,720603,-0.0014,0.237,8825,0.0735,-0.2956,0.2595,-0.021,0.0232,0
202108,New Hampshire,NH,407450,-0.0276,0.0751,2344,0.0258,-0.197,32,0.125,-0.3152,2326,-0.0341,-0.1189,54,0.125,-0.6143,658,0.0822,0.1503,1956,0.0385,-0.2274,219,0.0135,0.157,1882,-0.0208,-0.0533,566113,-0.0022,0.1168,4293,0.0236,-0.2095,0.8343,0.0102,-0.0328,0
202108,Arizona,AZ,450000,0.0002,0.1253,9967,0.0722,-0.1526,31,0.0167,-0.2907,13730,0.0302,0.0308,734,-0.0685,-0.5067,4442,0.0909,0.1017,16092,0.052,-0.1089,241,0.0059,0.1943,1946,0.003,-0.0654,682222,-0.0196,0.0264,26039,0.0559,-0.124,1.6146,-0.0311,0.0792,0
202108,Tennessee,TN,339900,0.0027,0.0379,10323,0.0817,-0.3016,30,0.0536,-0.3444,12190,-0.0353,-0.0083,508,0.114,-0.6243,4008,0.0844,-0.0502,13664,0.0204,-0.0465,178,0.0067,0.1703,1982,0.003,-0.0799,511873,0.0001,0.1147,23944,0.0463,-0.1758,1.3236,-0.0795,0.3541,0
202108,New York,NY,549950,-0.0335,0.0017,42138,-0.01,-0.1979,63,0.0776,0.0593,23236,0.0505,-0.1569,564,-0.1557,-0.4025,7640,-0.0605,-0.2662,27900,0.0427,-0.2206,325,-0.0257,0.1034,1617,-0.0116,-0.0771,1218140,-0.0235,0.0496,69649,0.0096,-0.2054,0.6621,0.0335,-0.0193,0
202108,North Carolina,NC,350970,-0.0114,0.0173,15469,0.0546,-0.3679,38,0.0135,-0.3952,17450,-0.026,-0.0223,866,0.1961,-0.648,4694,0.0213,-0.2129,23157,-0.0016,0.0353,183,-0.0011,0.1683,1982,-0.004,-0.1072,509314,-0.0166,0.0662,38555,0.0152,-0.175,1.497,-0.0843,0.583,0
202108,Oregon,OR,522498,-0.0048,0.1282,7231,0.0592,-0.1566,38,0.0556,-0.2692,7706,-0.0387,0.0425,2868,-0.0889,0.1082,3898,0.3028,-0.0575,10691,-0.0116,-0.0984,283,-0.0002,0.1965,1879,-0.0069,-0.0675,699429,-0.0034,0.1256,17882,0.017,-0.1202,1.4784,-0.1059,0.0955,0
202108,Alaska,AK,340000,0.0119,0.0794,1826,0.0783,-0.2225,37,0.1774,-0.3707,1336,-0.0748,0.0341,24,0,-0.4545,730,0.1196,0.0429,140,0.129,0.0145,194,-0.0031,0.0908,1755,0.0158,-0.0035,397399,0.015,0.0821,1965,0.0824,-0.2101,0.0767,0.0034,0.0179,0
202108,Louisiana,LA,273444,-0.0053,0.0942,7841,0.045,-0.3789,54,0.0588,-0.3077,5482,-0.0548,0.0632,224,-0.0175,-0.5625,2594,0.1104,-0.2158,8473,-0.0272,0.0622,139,0.0008,0.1139,1924,-0.0082,-0.0253,377832,-0.0089,0.1229,16225,0.0039,-0.211,1.0806,-0.0801,0.4487,0
202108,Indiana,IN,235000,-0.0204,-0.004,8362,0.084,-0.1522,33,0.0484,-0.3085,10478,-0.0163,0.0701,218,-0.2635,-0.476,3822,0.1681,0.0465,7922,0.0248,-0.1089,122,0.0032,0.1128,1892,-0.0089,-0.0698,316937,-0.0173,0.0309,16292,0.056,-0.1334,0.9473,-0.0548,0.046,0
202108,Delaware,DE,384500,0.0121,0.1084,1731,-0.0006,-0.3249,45,0.0854,-0.3819,1782,0.0079,0.0709,272,-0.2184,-0.3462,524,0.0917,0.1909,3377,0.0204,3.619,185,-0.0006,0.1273,2012,-0.0067,-0.0421,473489,-0.0104,0.005,5114,0.014,0.5768,1.9506,0.0401,1.6655,0
202108,South Dakota,SD,275000,0,0.1004,2172,0.0116,-0.2592,38,0,-0.2963,1206,-0.0459,0.0152,36,0.2857,-0.4375,306,0.0775,-0.2113,849,-0.0236,-0.0088,156,0.018,0.1858,1771,-0.012,-0.0779,349468,0.0025,0.1122,3017,0.001,-0.198,0.3907,-0.0141,0.0987,0
202108,Virginia,VA,375000,-0.0129,0.0418,15650,0.0172,-0.1244,35,0.0455,-0.31,14770,-0.0837,0.0257,894,0.03,-0.3792,5060,0.0924,0.2739,17290,-0.0376,0.2817,192,-0.0013,0.1636,1904,-0.0083,-0.1019,544188,-0.0133,0.0482,32811,-0.0033,0.0538,1.1048,-0.0629,0.35,0
202108,Pennsylvania,PA,269900,-0.0185,0.0381,21237,0.0366,-0.1282,44,0.0875,-0.1944,16998,-0.0561,0.0264,1034,-0.0566,0.0217,7530,0.0534,0.072,24890,-0.0212,0.7582,159,-0.0065,0.1219,1708,-0.0116,-0.0807,388977,-0.0339,0.0126,46005,0.0092,0.2007,1.172,-0.0691,0.5908,0
202108,Iowa,IA,222450,-0.0089,0.0111,6634,0.0606,-0.3028,46,0.0455,-0.2923,4536,-0.0026,-0.007,794,-0.0936,0.2806,2484,0.1965,-0.1229,7498,-0.0887,-0.0069,140,0.0025,0.0859,1556,-0.0077,-0.0401,276300,0.0039,0.0767,13911,-0.0206,-0.1756,1.1302,-0.1852,0.3368,0
202108,South Carolina,SC,326995,0.0061,0.1148,9916,0.0918,-0.4533,36,0.0286,-0.4627,11428,-0.0003,0.1446,946,-0.0762,-0.527,3104,0.2396,-0.331,14322,-0.0027,0.0219,165,0.0006,0.1055,1954,0.0028,-0.0232,531021,0.0124,0.1685,24149,0.0237,-0.2462,1.4444,-0.1368,0.6716,0
202108,California,CA,722500,-0.0236,0.0323,40279,0.026,-0.1464,34,0.0625,-0.2444,44094,-0.0672,-0.0253,2622,-0.0216,-0.1069,11516,0.1094,-0.0895,46659,-0.0107,-0.1531,434,-0.0201,0.0731,1745,-0.0085,-0.0578,1407998,-0.0269,0.0253,86867,0.0095,-0.1451,1.1584,-0.043,-0.0091,0
202108,Illinois,IL,289400,-0.0321,0.0339,28726,0.0395,-0.2296,39,0.0405,-0.1979,22924,-0.091,-0.0639,294,-0.3,-0.5599,10178,0.0682,-0.1709,28494,-0.0449,-0.1054,169,-0.0098,0.1514,1654,-0.0156,-0.0813,428031,-0.0383,0.0374,57224,-0.0025,-0.1723,0.9919,-0.0876,0.1377,0
202108,Missouri,MO,247000,-0.008,0.0605,11083,0.0573,-0.1614,39,0.0833,-0.35,10284,-0.0681,0.0334,296,-0.408,-0.5771,3870,0.0726,0.0774,14543,-0.0006,-0.0307,136,0.0056,0.1433,1761,-0.0084,-0.0732,345792,-0.0113,0.0624,25500,0.0198,-0.0922,1.3122,-0.076,0.1769,0
202108,Texas,TX,349847,0.0024,0.1285,50475,0.0988,-0.286,37,0.0429,-0.3482,43984,-0.0726,0.046,2396,-0.1622,-0.608,18696,0.1345,-0.1723,52427,-0.0221,-0.0362,165,0.0046,0.1721,2091,-0.0033,-0.0554,495810,-0.0137,0.0905,102255,0.029,-0.1816,1.0387,-0.1285,0.2692,0
202108,Maine,ME,330000,-0.0265,0.1186,3677,0.0406,-0.2606,38,0.1515,-0.3968,2570,-0.0795,-0.0353,22,-0.3889,-0.6944,1036,0.1511,0.1667,1425,0.0845,-0.0206,201,0.005,0.173,1681,-0.0112,-0.0215,486225,-0.0372,0.0864,5088,0.0506,-0.2104,0.3876,0.0157,0.095,0
202108,Alabama,AL,273700,0.0175,0.0772,9312,0.0873,-0.2976,37,0.0278,-0.4308,8068,-0.0658,0.0408,418,0.1875,-0.4801,2706,0.2367,-0.0695,7659,0.0348,0.0908,131,0.0082,0.1217,1952,0.0046,-0.0705,376445,0.0031,0.1257,16954,0.0699,-0.1617,0.8224,-0.0418,0.2929,0
202108,Washington,WA,575000,-0.0052,0.1501,8736,0.066,-0.3368,29,0.0357,-0.2162,11862,-0.0302,0.0244,1106,-0.0659,-0.0905,3368,0.3218,-0.0141,15399,-0.0011,-0.0336,302,-0.0127,0.1897,1920,0.01,-0.0361,776537,-0.0209,0.1086,24151,0.0244,-0.1701,1.7626,-0.1184,0.553,0
202108,Vermont,VT,350000,-0.0141,0.0819,1697,-0.0119,-0.4093,55,0.1596,-0.3013,984,-0.1488,-0.2545,22,-0.2143,-0.45,370,0.0632,-0.1741,1129,0.0121,-0.3173,190,-0.0112,0.1885,1960,0.0187,-0.0392,541750,0.0129,0.1224,2818,-0.0025,-0.377,0.6652,0.0158,0.0896,0
202108,Florida,FL,396000,0.0154,0.1562,53428,0.0295,-0.4701,44,0.0233,-0.45,46124,-0.0216,-0.0053,3148,0.0707,-0.4635,14856,0.0441,-0.3755,65695,-0.0406,-0.0327,239,0.0111,0.2018,1623,0.0034,-0.0313,835802,-0.0171,0.1935,118980,-0.0091,-0.2937,1.2296,-0.0899,0.5561,0
202108,Hawaii,HI,775000,0.0197,0.2016,2477,-0.0549,-0.5263,55,0.033,-0.3778,1748,0.0139,-0.1045,104,0.0833,0.8571,392,-0.1171,-0.5051,2942,-0.0419,0.1305,615,-0.0034,0.0913,1223,0.0188,0.0503,1674656,0.025,0.3135,5432,-0.0461,-0.3058,1.1875,0.0162,0.6899,0
202108,Kentucky,KY,249900,0.0036,0.0417,6485,0.1093,-0.1407,38,0.0417,-0.3852,6252,0.0097,0.1302,266,0.0231,-0.1474,2378,0.1238,0.1154,8879,0.0122,-0.0346,133,0.0051,0.1462,1850,0.0049,-0.075,342529,-0.0117,0.0596,15324,0.0498,-0.0824,1.3692,-0.1314,0.1505,0
202108,Arkansas,AR,229900,0.0218,0.0948,5575,0.0768,-0.281,40,0.0128,-0.4437,4600,-0.0441,0.0973,138,0.0781,-0.0921,1464,0.2282,-0.024,6002,0.4402,0.3115,118,0.0084,0.1296,1891,0.0044,-0.0617,334249,0.0071,0.147,11438,0.2344,-0.0685,1.0766,0.2717,0.4864,0
202108,Wyoming,WY,327450,0.0122,0.1295,1718,0.0303,-0.3288,45,0.141,-0.2764,1056,-0.0769,-0.1141,22,-0.3125,-0.6333,406,0.3013,-0.2368,999,0.0236,-0.1647,152,0.0414,0.1814,2154,-0.0191,-0.036,886667,-0.0155,0.3521,2708,0.0273,-0.2781,0.5817,-0.0038,0.1143,0
202108,Montana,MT,517450,-0.0073,0.2946,2821,0.0669,-0.268,53,0.2209,-0.2708,1986,-0.005,-0.157,40,-0.1667,-0.5833,730,0.1335,-0.0241,3232,-0.032,-0.1881,262,-0.0136,0.3637,2106,0.0029,-0.044,955119,-0.0312,0.2845,6053,0.0163,-0.2255,1.1457,-0.1172,0.1127,0
202108,Wisconsin,WI,294950,-0.0002,0.0351,9247,0.0882,-0.1669,39,0.1,-0.3475,8502,-0.0219,-0.0237,140,0.129,-0.3519,3324,0.1991,0.0877,10535,-0.0034,-0.1121,160,-0.0066,0.101,1763,0.0038,-0.0553,383042,-0.0157,0.0271,19640,0.0322,-0.1383,1.1393,-0.1047,0.0704,0
202108,New Mexico,NM,300000,-0.0079,0.0714,4349,0.0301,-0.1685,54,0.0918,-0.2465,3032,-0.0079,-0.0079,118,-0.1324,-0.2237,1024,-0.0725,-0.1233,3963,0.0093,-0.0101,156,0.0056,0.1039,1959,-0.0031,-0.0283,470996,0.0125,0.1045,8286,0.0194,-0.0936,0.9111,-0.0188,0.1457,0
202108,Massachusetts,MA,599950,-0.0445,-0.0462,8613,0.0004,-0.2342,33,0.0484,-0.2262,8344,-0.0462,-0.1123,128,-0.0857,-0.2889,2356,0.0406,-0.2178,3464,0.027,-0.228,345,-0.0346,0.065,1745,-0.0031,-0.0818,1090062,-0.0417,-0.0035,12027,0.0221,-0.2329,0.4022,0.0104,0.0032,0
202108,Mississippi,MS,232450,-0.0109,0.0285,4300,0.0866,-0.3493,50,0.0204,-0.3827,4552,-0.0207,0.574,94,-0.2419,-0.5648,1100,0.1458,-0.1692,4083,0.0309,-0.0475,112,-0.0086,0.068,2001,-0.0104,-0.0474,317453,-0.0301,0.1119,8365,0.0583,-0.2313,0.9495,-0.0512,0.3009,0
202107,North Dakota,ND,260000,-0.0242,0.0892,1958,0.0547,-0.3087,51,0.1591,-0.2031,1176,-0.0329,0.0576,44,-0.6508,0,500,0.2019,-0.328,1234,-0.0548,-0.0711,125,-0.0067,0.1034,2142,-0.009,-0.007,309561,-0.0062,0.1118,3195,0.0108,-0.2342,0.6302,-0.073,0.1612,0
202107,Delaware,DE,379900,-0.0189,0.1015,1732,0.0931,-0.3851,41,-0.0353,-0.5707,1768,-0.0484,0.1064,348,-0.2689,0.1226,480,0.5,0.0169,3309,0.0041,3.9314,185,0.006,0.1475,2025,-0.0132,-0.0357,478469,-0.0289,0.0359,5043,0.0291,0.451,1.9105,-0.1693,1.6723,0
202107,West Virginia,WV,179000,0.0231,0.0407,2997,0.0792,-0.3844,52,0.0196,-0.4597,2032,0.0628,0.0507,52,-0.2121,-0.3953,720,0.2544,-0.2208,2965,-0.0514,0.1362,103,0.026,0.1256,1752,0.002,-0.0379,277917,0.0074,0.1241,5965,0.0118,-0.2008,0.9893,-0.1362,0.4533,0
202107,Vermont,VT,355000,-0.007,0.1111,1717,0.0725,-0.4464,47,0.0444,-0.5668,1156,-0.0351,-0.1025,28,0.2727,-0.125,348,0.3182,-0.2018,1115,-0.0071,-0.2273,192,0.0032,0.2176,1924,-0.0243,-0.0523,534852,-0.0269,0.1495,2825,0.0365,-0.3778,0.6494,-0.052,0.1841,0
202107,Virginia,VA,379900,-0.0003,0.0587,15385,0.116,-0.2043,33,0.082,-0.4,16120,-0.0469,0.1028,868,-0.1523,-0.2439,4632,0.2931,0.1336,17965,-0.0669,0.3731,192,0.0081,0.1876,1920,-0.0134,-0.1049,551526,-0.0168,0.0815,32918,-0.0053,0.0208,1.1677,-0.229,0.4911,0
202107,Kansas,KS,219950,-0.0108,0.0278,4141,0.1251,-0.2927,43,0.0617,-0.3281,4428,-0.0349,0.0593,196,-0.351,-0.0577,1384,0.2446,-0.153,6412,-0.0601,0.0262,113,0.0057,0.1423,1897,0.0062,-0.0898,309430,-0.0073,-0.0426,10535,0.0045,-0.1287,1.5484,-0.3051,0.4811,0
202107,Alaska,AK,336000,-0.004,0.0651,1693,0.149,-0.3027,31,0.0164,-0.4038,1444,-0.011,0.1194,24,0.2,0.2,652,0.5305,-0.1141,124,0.004,-0.004,195,-0.0029,0.1003,1728,-0.004,-0.027,391520,-0.0255,0.0774,1815,0.1347,-0.2882,0.0732,-0.0106,0.022,0
202107,Wisconsin,WI,295000,-0.0134,0.0176,8497,0.1941,-0.2627,35,0.0448,-0.4574,8692,-0.0726,0.0442,124,-0.2791,-0.3333,2772,0.5231,-0.0072,10570,-0.038,-0.0979,162,0.001,0.097,1756,-0.0121,-0.0704,389171,-0.0176,0.0401,19027,0.0602,-0.1778,1.244,-0.3001,0.2273,0
202107,Massachusetts,MA,627900,-0.0332,0.0404,8609,0.0284,-0.2566,31,0.3478,-0.2955,8748,-0.2338,-0.1088,140,-0.2929,-0.3519,2264,0.071,-0.3172,3373,-0.0807,-0.2391,358,-0.0247,0.1705,1750,0.0009,-0.0799,1137492,-0.0129,0.167,11766,-0.022,-0.2626,0.3918,-0.0465,0.009,0
202107,Missouri,MO,249000,-0.0018,0.0826,10482,0.1942,-0.256,36,-0.0526,-0.4331,11036,0.0237,0.1023,500,-0.1379,-0.0942,3608,0.3877,-0.0801,14552,-0.0367,0.0077,135,0.002,0.1581,1776,-0.0011,-0.0662,349761,-0.0005,0.0971,25005,0.0454,-0.1219,1.3883,-0.3328,0.3632,0
202107,Colorado,CO,580000,-0.0059,0.1155,11127,0.1567,-0.3956,29,0.1837,-0.4314,13044,-0.0705,-0.0376,552,-0.0612,-0.2541,3780,0.6564,-0.3979,13441,-0.0272,-0.1726,264,-0.0095,0.1589,2177,0.0044,-0.0576,1195183,-0.0046,0.2525,24297,0.0429,-0.2961,1.208,-0.2283,0.3256,0
202107,Minnesota,MN,327000,-0.0037,0.0429,10426,0.1142,-0.3087,32,0.0667,-0.2809,11992,-0.029,0.014,296,-0.3211,-0.2169,3108,0.4127,-0.1782,12884,-0.0537,0.0344,176,0.0003,0.1297,1884,-0.0016,-0.0752,424021,-0.0196,0.0338,23154,0.0063,-0.1586,1.2358,-0.2193,0.4098,0
202107,District of Columbia,DC,579450,-0.0212,-0.1688,1810,-0.0208,0.2578,39,0.0833,0.2188,1304,-0.1532,0.03,36,-0.1,0.6364,560,0.0256,0.3861,1193,-0.1225,2.0126,576,-0.0073,0.0169,1050,-0.0106,-0.2195,923965,-0.0379,-0.1132,2995,-0.0611,0.6389,0.6591,-0.0763,0.3839,1
202107,Nevada,NV,425000,0.018,0.2091,6421,0.1346,-0.376,29,0.0357,-0.4369,6444,0.0291,0.079,228,-0.283,-0.3006,1792,0.583,-0.3191,1801,-0.0825,-0.246,230,0.0135,0.2217,1851,0.0091,-0.025,721586,0.0026,0.2482,8221,0.0762,-0.3511,0.2805,-0.0664,0.0484,0
202107,South Dakota,SD,275000,0.0004,0.0913,2147,0.0481,-0.3121,38,0.0133,-0.3028,1264,-0.1048,-0.0262,28,-0.4815,-0.2632,284,0.0677,-0.3516,869,0.0842,0.0413,153,0.016,0.1697,1792,-0.0321,-0.0824,348584,0.0159,0.0949,3014,0.0596,-0.2353,0.4048,0.0135,0.1374,0
202107,New Mexico,NM,302395,0.0082,0.0802,4222,0.066,-0.2234,49,-0.0101,-0.4096,3056,-0.0007,0.0221,136,0.0794,0.0625,1104,0.3766,-0.0178,3926,-0.0167,-0.0106,155,0.0109,0.1011,1965,-0.0076,-0.0215,465174,0.0176,0.1116,8128,0.0242,-0.1353,0.9299,-0.0782,0.2,0
202107,Georgia,GA,355000,0.0143,0.1095,19423,0.127,-0.3898,37,0.0137,-0.4436,20596,-0.0226,0.046,1544,-0.0918,-0.3299,5928,0.376,-0.2751,28773,-0.0075,0.0514,161,0.0198,0.2069,2160,-0.0048,-0.0836,514102,0.0138,0.1618,47495,0.035,-0.1873,1.4814,-0.2008,0.6216,0
202107,Connecticut,CT,449000,-0.029,-0.001,7199,0.1237,-0.2636,35,0.1667,-0.2929,5784,-0.1566,-0.1418,112,-0.0968,-0.3,2036,0.2324,-0.0967,10577,0.2754,0.6034,222,-0.0024,0.1386,2030,-0.0261,-0.1159,967241,-0.0655,0.0475,17731,0.212,0.0907,1.4692,0.1748,0.7945,0
202107,Maryland,MD,379000,0.0107,0.0384,9407,0.1319,-0.1715,32,0.0492,-0.3402,11656,-0.009,0.1698,1168,-0.1798,0.4637,3468,0.3077,0.0926,14019,-0.0502,2.5135,205,0.0015,0.1312,1820,-0.0044,-0.0817,516765,-0.0166,0.019,23491,0.0109,0.5311,1.4903,-0.2856,1.1389,0
202107,Hawaii,HI,759999,0.0174,0.1877,2621,-0.0264,-0.5033,53,-0.045,-0.4854,1724,-0.0926,0,96,-0.0943,1.1818,444,0.1503,-0.4505,3070,-0.0469,0.2485,617,0.022,0.1126,1200,0.0139,0.0248,1633751,0.0077,0.2939,5694,-0.0371,-0.2636,1.1713,-0.0252,0.7053,0
202107,Arkansas,AR,225000,0.0217,0.0755,5177,0.1269,-0.3899,39,-0.0311,-0.4545,4812,0.0907,0.116,128,-0.0588,-0.3846,1192,0.2928,-0.2793,4167,-0.0208,-0.082,118,0.0198,0.1259,1883,0.0059,-0.0587,331881,0.0093,0.157,9266,0.0535,-0.2789,0.8049,-0.1214,0.27,0
202107,Mississippi,MS,235000,0.0222,0.0682,3957,0.0672,-0.4386,49,0.0426,-0.4586,4648,0.1655,0.376,124,0.1481,-0.2439,960,0.2371,-0.3033,3960,-0.0922,-0.0894,113,0.0182,0.085,2022,0.0037,-0.0359,327300,0.0051,0.1649,7904,-0.0194,-0.3054,1.0008,-0.1756,0.3837,0
202107,Illinois,IL,299000,-0.003,0.0777,27635,0.1074,-0.2745,37,0,-0.2525,25220,-0.0159,-0.0034,420,-0.2606,-0.2164,9528,0.2455,-0.246,29834,-0.0762,-0.0677,170,-0.0166,0.1995,1680,0.0015,-0.0767,445075,-0.0291,0.0979,57368,0.001,-0.1834,1.0796,-0.2146,0.2395,0
202107,South Carolina,SC,325000,0.0362,0.1113,9082,0.1191,-0.529,35,-0.0278,-0.5425,11432,0.05,0.1223,1024,0.1636,-0.321,2504,0.3193,-0.5073,14360,-0.0505,0.0309,165,0.0137,0.1133,1948,0.0159,-0.0272,524500,0.0025,0.1657,23590,0.0161,-0.2868,1.5811,-0.2825,0.8587,0
202107,Ohio,OH,215000,-0.0223,-0.0227,14230,0.1721,-0.1371,29,0.0741,-0.4082,17928,-0.0142,0.117,952,-0.0574,0.6702,6008,0.3755,0.0295,22227,0.0013,-0.0496,121,-0.0044,0.1006,1722,-0.0076,-0.0801,301932,-0.0268,-0.0112,36378,0.0597,-0.0868,1.562,-0.2664,0.1439,0
202107,Washington,WA,577993,0.0017,0.1561,8195,0.1314,-0.3819,28,0.2174,-0.2432,12232,-0.061,-0.0137,1184,-0.005,-0.0358,2548,0.351,-0.3191,15415,-0.0576,0.0393,306,-0.0015,0.2359,1901,0.0016,-0.0665,793120,-0.0017,0.1372,23575,-0.0039,-0.1603,1.881,-0.3774,0.7623,0
202107,New Hampshire,NH,419000,0.0258,0.0885,2285,0.1079,-0.2549,28,0.3023,-0.4717,2408,-0.1186,-0.0139,48,-0.04,-0.5714,608,0.251,0.0857,1883,0.0432,-0.2373,216,0.0134,0.1402,1922,0.006,-0.0466,567383,0.0103,0.1017,4194,0.0854,-0.2395,0.8241,-0.0511,0.0189,0
202107,Texas,TX,349000,0.0268,0.1258,45935,0.1504,-0.3862,35,-0.0278,-0.386,47428,-0.0237,0.0737,2860,-0.3667,-0.3,16480,0.5097,-0.2951,53613,-0.0267,-0.041,165,0.0175,0.175,2098,0.0017,-0.0592,502712,-0.0116,0.1136,99378,0.0397,-0.2378,1.1671,-0.2124,0.4201,0
202107,New York,NY,569000,-0.034,0.0746,42565,0.022,-0.1936,58,0.0741,-0.1343,22120,-0.1143,-0.1686,668,-0.1279,-0.2443,8132,0.0675,-0.2151,26756,0.0048,-0.1272,333,-0.04,0.1975,1636,0.0046,-0.0886,1247462,-0.0429,0.1189,68986,0.0185,-0.1666,0.6286,-0.0107,0.0478,0
202107,Florida,FL,390000,0.0131,0.1472,51898,0.0797,-0.5144,43,0,-0.5275,47144,-0.0127,0.0371,2940,-0.2784,-0.4432,14228,0.3287,-0.4331,68478,-0.088,0.0072,237,0.0069,0.2091,1617,0.0068,-0.0449,850310,-0.0129,0.2358,120073,-0.0234,-0.3108,1.3195,-0.2426,0.6833,0
202107,Pennsylvania,PA,275000,-0.0177,0.0581,20488,0.1016,-0.2044,40,0.0526,-0.2727,18008,-0.0568,0.0418,1096,-0.1747,0.3666,7148,0.2388,-0.0587,25428,-0.0412,0.7483,160,-0.0097,0.1504,1728,-0.0089,-0.0779,402646,-0.0304,0.0684,45586,0.0108,0.1316,1.2411,-0.1849,0.6763,0
202107,Rhode Island,RI,420000,0.0373,-0.0053,1400,0.1419,-0.2668,31,0.1923,-0.4038,1624,-0.0752,0.0227,24,0.3333,0,308,0.3391,-0.1765,2613,-0.0477,-0.0711,276,0.0121,0.1361,1552,0.0065,-0.0931,799309,0.0013,0.0697,3989,0.0014,-0.1525,1.8664,-0.3717,0.3933,0
202107,Michigan,MI,259900,-0.0004,0.0192,17104,0.1036,-0.323,30,0.1765,-0.4118,18280,0.0144,0.0266,512,-0.1263,0.0987,5500,0.411,-0.1985,12962,-0.014,-0.1941,157,-0.004,0.1129,1632,-0.0031,-0.0756,380611,-0.0224,0.0645,29958,0.0494,-0.2721,0.7578,-0.0904,0.1212,0
202107,Iowa,IA,224450,-0.0239,0.0133,6255,0.0405,-0.3701,44,0,-0.3481,4548,-0.1403,-0.0955,876,-0.0798,0.6846,2076,0.2212,-0.3847,8228,-0.0522,0.0603,139,-0.0179,0.0823,1568,-0.0073,-0.0407,275213,-0.0252,0.0627,14203,-0.0137,-0.1865,1.3154,-0.1287,0.5339,0
202107,Montana,MT,521250,0.0695,0.3064,2644,0.1607,-0.3636,43,0,-0.4342,1996,-0.1073,-0.0836,48,0.1429,-0.3143,644,0.4977,-0.072,3339,-0.0108,-0.063,266,0.0672,0.3982,2100,-0.0019,-0.0626,985921,0.0198,0.3431,5956,0.0548,-0.2266,1.2629,-0.2189,0.4051,0
202107,New Jersey,NJ,439000,-0.0134,-0.001,21076,0.0584,-0.2068,36,0.1803,-0.1818,15244,-0.0826,-0.1103,488,-0.1159,-0.0041,4252,0.1917,-0.158,18776,-0.0311,1.1745,246,-0.0068,0.1228,1715,0.001,-0.0986,649678,-0.0249,0.014,39693,0.0156,0.1365,0.8909,-0.0823,0.5659,0
202107,Idaho,ID,537990,-0.0028,0.3453,3936,0.2756,-0.1772,27,0.0588,-0.4808,4552,0.0631,0.119,200,-0.359,-0.5652,2144,0.5627,0.8078,5522,-0.0096,0.0444,269,-0.0039,0.3921,2121,0.0024,-0.0463,826700,-0.017,0.2875,9477,0.0958,-0.0528,1.4029,-0.4041,0.2977,0
202107,Utah,UT,560000,-0.0092,0.1929,4360,0.1883,-0.3871,22,0.2222,-0.5963,5676,-0.0317,0.0075,444,-0.2371,-0.4813,1656,0.247,-0.0861,8651,-0.02,-0.1153,231,-0.0032,0.258,2484,-0.0143,-0.0415,1017093,-0.0605,0.2448,12956,0.0359,-0.2311,1.9842,-0.4219,0.6095,0
202107,Louisiana,LA,274900,-0.0004,0.104,7503,0.0813,-0.4409,51,-0.0642,-0.3855,5800,-0.0359,0.0588,228,-0.1972,-0.377,2336,0.1692,-0.3543,8709,-0.0344,0.1022,139,0.0039,0.1185,1940,-0.0111,-0.0132,381239,-0.0149,0.1519,16161,0.0148,-0.2403,1.1607,-0.139,0.5719,0
202107,Alabama,AL,269000,0.0002,0.0636,8564,0.1446,-0.3864,36,-0.04,-0.493,8636,0.0622,0.0971,352,-0.3931,-0.3952,2188,0.3658,-0.2593,7401,-0.0609,0.0582,130,0.0087,0.1193,1943,-0.0137,-0.0742,375269,0.0034,0.1279,15846,0.0309,-0.2444,0.8642,-0.1891,0.3631,0
